Using device: cuda
#################### ITERATION #1 ####################
Epoch 1, Train Loss: 4.297253, Validation Loss: 4.346600, Policy Accuracy: 19.07%, Value Accuracy: 65.20%
#################### ITERATION #12 ####################
Epoch 1, Train Loss: 4.275045, Validation Loss: 4.341066, Policy Accuracy: 20.32%, Value Accuracy: 65.47%
Epoch 2, Train Loss: 4.257616, Validation Loss: 4.339389, Policy Accuracy: 20.40%, Value Accuracy: 65.52%
Epoch 3, Train Loss: 4.253947, Validation Loss: 4.340991, Policy Accuracy: 20.33%, Value Accuracy: 65.50%
Epoch 4, Train Loss: 4.252407, Validation Loss: 4.342172, Policy Accuracy: 20.37%, Value Accuracy: 65.54%
Epoch 5, Train Loss: 4.251729, Validation Loss: 4.342075, Policy Accuracy: 20.38%, Value Accuracy: 65.53%
#################### ITERATION #13 ####################
Epoch 1, Train Loss: 4.286675, Validation Loss: 4.337100, Policy Accuracy: 20.40%, Value Accuracy: 65.29%
Epoch 2, Train Loss: 4.259807, Validation Loss: 4.337700, Policy Accuracy: 20.41%, Value Accuracy: 65.29%
Epoch 3, Train Loss: 4.253249, Validation Loss: 4.338797, Policy Accuracy: 20.42%, Value Accuracy: 65.43%
Epoch 4, Train Loss: 4.251230, Validation Loss: 4.340028, Policy Accuracy: 20.45%, Value Accuracy: 65.54%
Epoch 5, Train Loss: 4.250257, Validation Loss: 4.340709, Policy Accuracy: 20.44%, Value Accuracy: 65.55%
#################### ITERATION #14 ####################
Epoch 1, Train Loss: 4.272226, Validation Loss: 4.340942, Policy Accuracy: 20.45%, Value Accuracy: 65.50%
Epoch 2, Train Loss: 4.254210, Validation Loss: 4.338836, Policy Accuracy: 20.44%, Value Accuracy: 65.54%
Epoch 3, Train Loss: 4.250477, Validation Loss: 4.339734, Policy Accuracy: 20.49%, Value Accuracy: 65.52%
Epoch 4, Train Loss: 4.249897, Validation Loss: 4.340180, Policy Accuracy: 20.45%, Value Accuracy: 65.50%
Epoch 5, Train Loss: 4.249160, Validation Loss: 4.340998, Policy Accuracy: 20.45%, Value Accuracy: 65.57%
#################### ITERATION #15 ####################
Epoch 1, Train Loss: 4.270452, Validation Loss: 4.337288, Policy Accuracy: 20.43%, Value Accuracy: 65.54%
Epoch 2, Train Loss: 4.252962, Validation Loss: 4.337169, Policy Accuracy: 20.65%, Value Accuracy: 65.53%
Epoch 3, Train Loss: 4.247984, Validation Loss: 4.337564, Policy Accuracy: 20.77%, Value Accuracy: 65.59%
Epoch 4, Train Loss: 4.246068, Validation Loss: 4.338726, Policy Accuracy: 20.84%, Value Accuracy: 65.43%
Epoch 5, Train Loss: 4.245491, Validation Loss: 4.338295, Policy Accuracy: 20.81%, Value Accuracy: 65.55%
#################### ITERATION #16 ####################
Epoch 1, Train Loss: 4.273898, Validation Loss: 4.334168, Policy Accuracy: 20.88%, Value Accuracy: 65.48%
Epoch 2, Train Loss: 4.250913, Validation Loss: 4.334145, Policy Accuracy: 20.91%, Value Accuracy: 65.56%
Epoch 3, Train Loss: 4.245954, Validation Loss: 4.336924, Policy Accuracy: 20.86%, Value Accuracy: 65.56%
Epoch 4, Train Loss: 4.244762, Validation Loss: 4.338001, Policy Accuracy: 20.86%, Value Accuracy: 65.63%
Epoch 5, Train Loss: 4.244319, Validation Loss: 4.339210, Policy Accuracy: 20.84%, Value Accuracy: 65.52%
#################### ITERATION #17 ####################
Epoch 1, Train Loss: 4.280800, Validation Loss: 4.337330, Policy Accuracy: 20.90%, Value Accuracy: 64.94%
Epoch 2, Train Loss: 4.253316, Validation Loss: 4.334350, Policy Accuracy: 20.82%, Value Accuracy: 65.38%
Epoch 3, Train Loss: 4.246181, Validation Loss: 4.335747, Policy Accuracy: 20.86%, Value Accuracy: 65.56%
Epoch 4, Train Loss: 4.244020, Validation Loss: 4.336724, Policy Accuracy: 20.94%, Value Accuracy: 65.58%
Epoch 5, Train Loss: 4.243249, Validation Loss: 4.338042, Policy Accuracy: 20.93%, Value Accuracy: 65.55%
#################### ITERATION #18 ####################
Epoch 1, Train Loss: 4.271599, Validation Loss: 4.338243, Policy Accuracy: 20.97%, Value Accuracy: 65.06%
Epoch 2, Train Loss: 4.248925, Validation Loss: 4.334737, Policy Accuracy: 20.95%, Value Accuracy: 65.48%
Epoch 3, Train Loss: 4.243864, Validation Loss: 4.336763, Policy Accuracy: 20.96%, Value Accuracy: 65.60%
Epoch 4, Train Loss: 4.242509, Validation Loss: 4.337390, Policy Accuracy: 20.97%, Value Accuracy: 65.60%
Epoch 5, Train Loss: 4.242024, Validation Loss: 4.337854, Policy Accuracy: 20.96%, Value Accuracy: 65.60%
#################### ITERATION #19 ####################
Epoch 1, Train Loss: 4.273001, Validation Loss: 4.335711, Policy Accuracy: 21.01%, Value Accuracy: 65.51%
Epoch 2, Train Loss: 4.249218, Validation Loss: 4.334307, Policy Accuracy: 20.97%, Value Accuracy: 65.59%
Epoch 3, Train Loss: 4.243396, Validation Loss: 4.337087, Policy Accuracy: 20.96%, Value Accuracy: 65.59%
Epoch 4, Train Loss: 4.241747, Validation Loss: 4.337499, Policy Accuracy: 21.03%, Value Accuracy: 65.63%
Epoch 5, Train Loss: 4.241415, Validation Loss: 4.338665, Policy Accuracy: 20.96%, Value Accuracy: 65.51%
#################### ITERATION #20 ####################
Epoch 1, Train Loss: 4.266468, Validation Loss: 4.337387, Policy Accuracy: 20.95%, Value Accuracy: 65.73%
Epoch 2, Train Loss: 4.245703, Validation Loss: 4.337837, Policy Accuracy: 21.02%, Value Accuracy: 65.47%
Epoch 3, Train Loss: 4.242089, Validation Loss: 4.338135, Policy Accuracy: 20.91%, Value Accuracy: 65.51%
Epoch 4, Train Loss: 4.240992, Validation Loss: 4.338663, Policy Accuracy: 20.97%, Value Accuracy: 65.58%
Epoch 5, Train Loss: 4.240428, Validation Loss: 4.339226, Policy Accuracy: 20.94%, Value Accuracy: 65.60%
#################### ITERATION #21 ####################
Epoch 1, Train Loss: 4.261806, Validation Loss: 4.336797, Policy Accuracy: 20.95%, Value Accuracy: 65.40%
Epoch 2, Train Loss: 4.245250, Validation Loss: 4.336581, Policy Accuracy: 20.97%, Value Accuracy: 65.62%
Epoch 3, Train Loss: 4.240954, Validation Loss: 4.338826, Policy Accuracy: 20.98%, Value Accuracy: 65.55%
Epoch 4, Train Loss: 4.239934, Validation Loss: 4.339329, Policy Accuracy: 20.96%, Value Accuracy: 65.63%
Epoch 5, Train Loss: 4.239574, Validation Loss: 4.339589, Policy Accuracy: 21.01%, Value Accuracy: 65.57%
#################### ITERATION #22 ####################
Epoch 1, Train Loss: 4.270539, Validation Loss: 4.337381, Policy Accuracy: 21.01%, Value Accuracy: 65.53%
Epoch 2, Train Loss: 4.245658, Validation Loss: 4.336892, Policy Accuracy: 20.95%, Value Accuracy: 65.61%
Epoch 3, Train Loss: 4.240931, Validation Loss: 4.337794, Policy Accuracy: 20.98%, Value Accuracy: 65.66%
Epoch 4, Train Loss: 4.239498, Validation Loss: 4.339626, Policy Accuracy: 20.99%, Value Accuracy: 65.55%
Epoch 5, Train Loss: 4.239005, Validation Loss: 4.340223, Policy Accuracy: 21.01%, Value Accuracy: 65.63%
#################### ITERATION #23 ####################
Epoch 1, Train Loss: 4.272413, Validation Loss: 4.337381, Policy Accuracy: 21.02%, Value Accuracy: 65.39%
Epoch 2, Train Loss: 4.246477, Validation Loss: 4.337289, Policy Accuracy: 20.97%, Value Accuracy: 65.51%
Epoch 3, Train Loss: 4.240791, Validation Loss: 4.338236, Policy Accuracy: 21.02%, Value Accuracy: 65.60%
Epoch 4, Train Loss: 4.239080, Validation Loss: 4.339640, Policy Accuracy: 20.99%, Value Accuracy: 65.62%
Epoch 5, Train Loss: 4.238126, Validation Loss: 4.340791, Policy Accuracy: 20.94%, Value Accuracy: 65.64%
#################### ITERATION #24 ####################
Epoch 1, Train Loss: 4.277896, Validation Loss: 4.334537, Policy Accuracy: 20.93%, Value Accuracy: 65.69%
Epoch 2, Train Loss: 4.247880, Validation Loss: 4.336062, Policy Accuracy: 20.97%, Value Accuracy: 65.48%
Epoch 3, Train Loss: 4.240763, Validation Loss: 4.338059, Policy Accuracy: 20.95%, Value Accuracy: 65.63%
Epoch 4, Train Loss: 4.238990, Validation Loss: 4.339498, Policy Accuracy: 20.98%, Value Accuracy: 65.70%
Epoch 5, Train Loss: 4.238019, Validation Loss: 4.341598, Policy Accuracy: 20.93%, Value Accuracy: 65.66%
#################### ITERATION #25 ####################
Epoch 1, Train Loss: 4.256984, Validation Loss: 4.337710, Policy Accuracy: 21.00%, Value Accuracy: 65.39%
Epoch 2, Train Loss: 4.240699, Validation Loss: 4.339341, Policy Accuracy: 20.96%, Value Accuracy: 65.59%
Epoch 3, Train Loss: 4.237841, Validation Loss: 4.340933, Policy Accuracy: 20.96%, Value Accuracy: 65.60%
Epoch 4, Train Loss: 4.237353, Validation Loss: 4.341487, Policy Accuracy: 20.94%, Value Accuracy: 65.63%
Epoch 5, Train Loss: 4.236958, Validation Loss: 4.342459, Policy Accuracy: 20.95%, Value Accuracy: 65.64%
#################### ITERATION #26 ####################
Epoch 1, Train Loss: 4.259874, Validation Loss: 4.338305, Policy Accuracy: 21.03%, Value Accuracy: 65.63%
Epoch 2, Train Loss: 4.241281, Validation Loss: 4.340303, Policy Accuracy: 20.95%, Value Accuracy: 65.61%
Epoch 3, Train Loss: 4.237511, Validation Loss: 4.341411, Policy Accuracy: 20.90%, Value Accuracy: 65.58%
Epoch 4, Train Loss: 4.236529, Validation Loss: 4.342958, Policy Accuracy: 20.99%, Value Accuracy: 65.63%
Epoch 5, Train Loss: 4.236335, Validation Loss: 4.342599, Policy Accuracy: 20.98%, Value Accuracy: 65.62%
#################### ITERATION #27 ####################
Epoch 1, Train Loss: 4.263199, Validation Loss: 4.339557, Policy Accuracy: 20.96%, Value Accuracy: 65.39%
Epoch 2, Train Loss: 4.241854, Validation Loss: 4.340478, Policy Accuracy: 21.04%, Value Accuracy: 65.48%
Epoch 3, Train Loss: 4.236811, Validation Loss: 4.342359, Policy Accuracy: 20.93%, Value Accuracy: 65.57%
Epoch 4, Train Loss: 4.235755, Validation Loss: 4.343011, Policy Accuracy: 20.96%, Value Accuracy: 65.65%
Epoch 5, Train Loss: 4.235240, Validation Loss: 4.342813, Policy Accuracy: 20.99%, Value Accuracy: 65.63%
#################### ITERATION #28 ####################
Epoch 1, Train Loss: 4.255227, Validation Loss: 4.343234, Policy Accuracy: 21.00%, Value Accuracy: 65.41%
Epoch 2, Train Loss: 4.239181, Validation Loss: 4.342772, Policy Accuracy: 20.96%, Value Accuracy: 65.46%
Epoch 3, Train Loss: 4.235890, Validation Loss: 4.342229, Policy Accuracy: 20.98%, Value Accuracy: 65.70%
Epoch 4, Train Loss: 4.235176, Validation Loss: 4.343436, Policy Accuracy: 20.94%, Value Accuracy: 65.62%
Epoch 5, Train Loss: 4.234574, Validation Loss: 4.344403, Policy Accuracy: 20.97%, Value Accuracy: 65.74%
#################### ITERATION #29 ####################
Epoch 1, Train Loss: 4.277908, Validation Loss: 4.337068, Policy Accuracy: 21.04%, Value Accuracy: 65.49%
Epoch 2, Train Loss: 4.244979, Validation Loss: 4.340306, Policy Accuracy: 21.01%, Value Accuracy: 65.41%
Epoch 3, Train Loss: 4.236443, Validation Loss: 4.342964, Policy Accuracy: 20.96%, Value Accuracy: 65.60%
Epoch 4, Train Loss: 4.234490, Validation Loss: 4.343369, Policy Accuracy: 20.95%, Value Accuracy: 65.67%
Epoch 5, Train Loss: 4.234059, Validation Loss: 4.344085, Policy Accuracy: 20.95%, Value Accuracy: 65.66%
#################### ITERATION #30 ####################
Epoch 1, Train Loss: 4.260470, Validation Loss: 4.340221, Policy Accuracy: 20.97%, Value Accuracy: 65.67%
Epoch 2, Train Loss: 4.239504, Validation Loss: 4.341429, Policy Accuracy: 21.02%, Value Accuracy: 65.66%
Epoch 3, Train Loss: 4.235195, Validation Loss: 4.343914, Policy Accuracy: 20.94%, Value Accuracy: 65.64%
Epoch 4, Train Loss: 4.234187, Validation Loss: 4.344389, Policy Accuracy: 20.96%, Value Accuracy: 65.66%
Epoch 5, Train Loss: 4.233833, Validation Loss: 4.345087, Policy Accuracy: 20.95%, Value Accuracy: 65.66%
#################### ITERATION #31 ####################
Epoch 1, Train Loss: 4.255569, Validation Loss: 4.342789, Policy Accuracy: 21.06%, Value Accuracy: 65.56%
Epoch 2, Train Loss: 4.237184, Validation Loss: 4.343486, Policy Accuracy: 20.94%, Value Accuracy: 65.60%
Epoch 3, Train Loss: 4.234401, Validation Loss: 4.345763, Policy Accuracy: 20.97%, Value Accuracy: 65.64%
Epoch 4, Train Loss: 4.233112, Validation Loss: 4.345355, Policy Accuracy: 21.00%, Value Accuracy: 65.66%
Epoch 5, Train Loss: 4.232693, Validation Loss: 4.346071, Policy Accuracy: 20.92%, Value Accuracy: 65.69%
#################### ITERATION #32 ####################
Epoch 1, Train Loss: 4.251706, Validation Loss: 4.344265, Policy Accuracy: 20.94%, Value Accuracy: 65.31%
Epoch 2, Train Loss: 4.236265, Validation Loss: 4.345732, Policy Accuracy: 21.00%, Value Accuracy: 65.63%
Epoch 3, Train Loss: 4.233261, Validation Loss: 4.346621, Policy Accuracy: 20.94%, Value Accuracy: 65.67%
Epoch 4, Train Loss: 4.232334, Validation Loss: 4.346443, Policy Accuracy: 20.96%, Value Accuracy: 65.68%
Epoch 5, Train Loss: 4.232176, Validation Loss: 4.347684, Policy Accuracy: 20.96%, Value Accuracy: 65.69%
#################### ITERATION #33 ####################
Epoch 1, Train Loss: 4.272563, Validation Loss: 4.340559, Policy Accuracy: 21.04%, Value Accuracy: 65.58%
Epoch 2, Train Loss: 4.241999, Validation Loss: 4.343621, Policy Accuracy: 20.97%, Value Accuracy: 65.47%
Epoch 3, Train Loss: 4.233803, Validation Loss: 4.345076, Policy Accuracy: 20.94%, Value Accuracy: 65.72%
Epoch 4, Train Loss: 4.231844, Validation Loss: 4.346495, Policy Accuracy: 20.94%, Value Accuracy: 65.77%
Epoch 5, Train Loss: 4.231186, Validation Loss: 4.348023, Policy Accuracy: 20.94%, Value Accuracy: 65.74%
#################### ITERATION #34 ####################
Epoch 1, Train Loss: 4.260627, Validation Loss: 4.343054, Policy Accuracy: 21.06%, Value Accuracy: 65.71%
Epoch 2, Train Loss: 4.237153, Validation Loss: 4.343379, Policy Accuracy: 20.99%, Value Accuracy: 65.79%
Epoch 3, Train Loss: 4.232465, Validation Loss: 4.346829, Policy Accuracy: 20.96%, Value Accuracy: 65.65%
Epoch 4, Train Loss: 4.230831, Validation Loss: 4.347756, Policy Accuracy: 20.95%, Value Accuracy: 65.76%
Epoch 5, Train Loss: 4.230663, Validation Loss: 4.348054, Policy Accuracy: 20.92%, Value Accuracy: 65.69%
#################### ITERATION #35 ####################
Epoch 1, Train Loss: 4.251757, Validation Loss: 4.347066, Policy Accuracy: 20.90%, Value Accuracy: 65.61%
Epoch 2, Train Loss: 4.234992, Validation Loss: 4.348823, Policy Accuracy: 20.98%, Value Accuracy: 65.49%
Epoch 3, Train Loss: 4.232101, Validation Loss: 4.347813, Policy Accuracy: 20.99%, Value Accuracy: 65.69%
Epoch 4, Train Loss: 4.230779, Validation Loss: 4.347937, Policy Accuracy: 20.97%, Value Accuracy: 65.70%
Epoch 5, Train Loss: 4.230000, Validation Loss: 4.348248, Policy Accuracy: 20.98%, Value Accuracy: 65.70%
#################### ITERATION #36 ####################
Epoch 1, Train Loss: 4.265121, Validation Loss: 4.344270, Policy Accuracy: 21.00%, Value Accuracy: 65.57%
Epoch 2, Train Loss: 4.237310, Validation Loss: 4.345219, Policy Accuracy: 20.98%, Value Accuracy: 65.62%
Epoch 3, Train Loss: 4.231860, Validation Loss: 4.347963, Policy Accuracy: 20.99%, Value Accuracy: 65.74%
Epoch 4, Train Loss: 4.229925, Validation Loss: 4.349070, Policy Accuracy: 20.95%, Value Accuracy: 65.75%
Epoch 5, Train Loss: 4.229471, Validation Loss: 4.348272, Policy Accuracy: 20.99%, Value Accuracy: 65.73%
#################### ITERATION #37 ####################
Epoch 1, Train Loss: 4.247751, Validation Loss: 4.344480, Policy Accuracy: 20.96%, Value Accuracy: 65.58%
Epoch 2, Train Loss: 4.232778, Validation Loss: 4.348550, Policy Accuracy: 20.97%, Value Accuracy: 65.75%
Epoch 3, Train Loss: 4.230992, Validation Loss: 4.348334, Policy Accuracy: 20.98%, Value Accuracy: 65.74%
Epoch 4, Train Loss: 4.229540, Validation Loss: 4.349281, Policy Accuracy: 21.00%, Value Accuracy: 65.72%
Epoch 5, Train Loss: 4.228936, Validation Loss: 4.350260, Policy Accuracy: 20.97%, Value Accuracy: 65.70%
#################### ITERATION #38 ####################
Epoch 1, Train Loss: 4.274138, Validation Loss: 4.340196, Policy Accuracy: 20.99%, Value Accuracy: 65.47%
Epoch 2, Train Loss: 4.239403, Validation Loss: 4.345398, Policy Accuracy: 20.98%, Value Accuracy: 65.55%
Epoch 3, Train Loss: 4.230560, Validation Loss: 4.348788, Policy Accuracy: 20.99%, Value Accuracy: 65.75%
Epoch 4, Train Loss: 4.228596, Validation Loss: 4.350184, Policy Accuracy: 20.99%, Value Accuracy: 65.74%
Epoch 5, Train Loss: 4.228125, Validation Loss: 4.350523, Policy Accuracy: 20.95%, Value Accuracy: 65.70%
#################### ITERATION #39 ####################
Epoch 1, Train Loss: 4.254117, Validation Loss: 4.346700, Policy Accuracy: 20.97%, Value Accuracy: 65.54%
Epoch 2, Train Loss: 4.233640, Validation Loss: 4.347435, Policy Accuracy: 20.96%, Value Accuracy: 65.69%
Epoch 3, Train Loss: 4.228779, Validation Loss: 4.349648, Policy Accuracy: 20.96%, Value Accuracy: 65.74%
Epoch 4, Train Loss: 4.227750, Validation Loss: 4.349863, Policy Accuracy: 20.98%, Value Accuracy: 65.80%
Epoch 5, Train Loss: 4.227977, Validation Loss: 4.351078, Policy Accuracy: 20.96%, Value Accuracy: 65.82%
#################### ITERATION #40 ####################
Epoch 1, Train Loss: 4.258273, Validation Loss: 4.344903, Policy Accuracy: 20.96%, Value Accuracy: 65.51%
Epoch 2, Train Loss: 4.233904, Validation Loss: 4.347158, Policy Accuracy: 20.94%, Value Accuracy: 65.70%
Epoch 3, Train Loss: 4.228819, Validation Loss: 4.351462, Policy Accuracy: 20.98%, Value Accuracy: 65.68%
Epoch 4, Train Loss: 4.227722, Validation Loss: 4.350746, Policy Accuracy: 20.98%, Value Accuracy: 65.78%
Epoch 5, Train Loss: 4.227015, Validation Loss: 4.351534, Policy Accuracy: 20.91%, Value Accuracy: 65.77%
#################### ITERATION #41 ####################
Epoch 1, Train Loss: 4.249798, Validation Loss: 4.345566, Policy Accuracy: 20.93%, Value Accuracy: 65.74%
Epoch 2, Train Loss: 4.231411, Validation Loss: 4.349545, Policy Accuracy: 20.97%, Value Accuracy: 65.66%
Epoch 3, Train Loss: 4.228118, Validation Loss: 4.351249, Policy Accuracy: 20.94%, Value Accuracy: 65.78%
Epoch 4, Train Loss: 4.226792, Validation Loss: 4.351891, Policy Accuracy: 20.91%, Value Accuracy: 65.72%
Epoch 5, Train Loss: 4.226437, Validation Loss: 4.352582, Policy Accuracy: 20.97%, Value Accuracy: 65.69%
#################### ITERATION #42 ####################
Epoch 1, Train Loss: 4.258343, Validation Loss: 4.346158, Policy Accuracy: 20.97%, Value Accuracy: 65.48%
Epoch 2, Train Loss: 4.232197, Validation Loss: 4.349474, Policy Accuracy: 20.96%, Value Accuracy: 65.61%
Epoch 3, Train Loss: 4.227119, Validation Loss: 4.351622, Policy Accuracy: 21.00%, Value Accuracy: 65.81%
Epoch 4, Train Loss: 4.225916, Validation Loss: 4.353114, Policy Accuracy: 20.98%, Value Accuracy: 65.78%
Epoch 5, Train Loss: 4.225731, Validation Loss: 4.352261, Policy Accuracy: 20.99%, Value Accuracy: 65.73%
#################### ITERATION #43 ####################
Epoch 1, Train Loss: 4.253957, Validation Loss: 4.350159, Policy Accuracy: 20.97%, Value Accuracy: 65.63%
Epoch 2, Train Loss: 4.230991, Validation Loss: 4.351338, Policy Accuracy: 21.00%, Value Accuracy: 65.72%
Epoch 3, Train Loss: 4.226517, Validation Loss: 4.352048, Policy Accuracy: 20.91%, Value Accuracy: 65.86%
Epoch 4, Train Loss: 4.225601, Validation Loss: 4.352987, Policy Accuracy: 20.94%, Value Accuracy: 65.79%
Epoch 5, Train Loss: 4.224945, Validation Loss: 4.353353, Policy Accuracy: 20.95%, Value Accuracy: 65.76%
#################### ITERATION #44 ####################
Epoch 1, Train Loss: 4.242310, Validation Loss: 4.348710, Policy Accuracy: 21.02%, Value Accuracy: 65.55%
Epoch 2, Train Loss: 4.228877, Validation Loss: 4.352564, Policy Accuracy: 21.03%, Value Accuracy: 65.86%
